Date,Month,Cloud%,Hour,GHI,Flat_POA,V_Shape_POA,Inv_V_POA,Winner
2024-04-01 22:00:00,4,49.063068611997615,22,0.0,0.0,0.0,0.0,InvV
2024-04-01 23:00:00,4,73.70838319125271,23,0.0,0.0,0.0,0.0,InvV
2024-04-02 00:00:00,4,56.74483207124816,0,0.0,0.0,0.0,0.0,InvV
2024-04-02 01:00:00,4,29.470976122065018,1,0.0,0.0,0.0,0.0,InvV
2024-04-02 02:00:00,4,65.92454670147517,2,0.0,0.0,0.0,0.0,InvV
2024-04-02 03:00:00,4,45.356198763639966,3,0.0,0.0,0.0,0.0,InvV
2024-04-02 04:00:00,4,55.688476695518055,4,0.0,0.0,0.0,0.0,InvV
2024-04-02 05:00:00,4,62.947729644401626,5,0.0,0.0,0.0,0.0,InvV
2024-04-02 06:00:00,4,35.72749542903371,6,101.85711477462561,36.387228615642556,68.88703587794087,83.50172771254927,InvV
2024-04-02 07:00:00,4,48.771263934082405,7,261.7314483723351,151.7532632055038,214.11210252912664,231.99204945823482,InvV
2024-04-02 08:00:00,4,62.00758855772223,8,356.2693475245989,279.71006147964005,327.609276258254,324.02085911285405,V
2024-04-02 09:00:00,4,45.54588096757317,9,555.111342006174,470.5611907726983,535.6509132516978,514.1491696376797,V
2024-04-02 10:00:00,4,30.62038626359056,10,738.4434329234026,666.7424302069202,726.2931773180735,670.410371690006,V
2024-04-02 11:00:00,4,50.62126943334773,11,642.5355873170306,613.7250766424579,621.7333494406339,552.5075425239975,Flat
2024-04-02 12:00:00,4,58.946448589194354,12,573.6516553618507,555.3704483500549,550.9251132840478,484.72326350667356,Flat
2024-04-02 13:00:00,4,20.0,13,761.6723346064775,713.4595196934629,747.8665255618321,667.0219120694021,Flat
2024-04-02 14:00:00,4,40.15960754277471,14,524.0719023388574,478.3290390613284,512.7721604885728,471.2083891831886,Flat
2024-04-02 15:00:00,4,34.94979932609936,15,391.4872953615111,323.9069776855271,379.4300662723329,368.07140660584554,V
2024-04-02 16:00:00,4,60.06284849669063,16,155.97252443816788,121.4205780019725,143.36051952389363,142.27850824817452,V
2024-04-02 17:00:00,4,64.93142985777527,17,6.663502741592266e-14,4.4571152009621914e-14,5.6135326383633064e-14,5.814564320196419e-14,InvV
2024-04-02 18:00:00,4,41.22290223939048,18,0.0,0.0,0.0,0.0,InvV
2024-04-02 19:00:00,4,36.21045615935452,19,0.0,0.0,0.0,0.0,InvV
2024-04-02 20:00:00,4,70.04536031505822,20,0.0,0.0,0.0,0.0,InvV
2024-04-02 21:00:00,4,58.80246651055958,21,0.0,0.0,0.0,0.0,InvV
2024-04-02 22:00:00,4,47.17242155516404,22,0.0,0.0,0.0,0.0,InvV
2024-04-02 23:00:00,4,40.979870856803814,23,0.0,0.0,0.0,0.0,InvV
2024-04-03 00:00:00,4,31.985185055930803,0,0.0,0.0,0.0,0.0,InvV
2024-04-03 01:00:00,4,49.552807344937634,1,0.0,0.0,0.0,0.0,InvV
2024-04-03 02:00:00,4,52.704656271261975,2,0.0,0.0,0.0,0.0,InvV
2024-04-03 03:00:00,4,53.54717562564622,3,0.0,0.0,0.0,0.0,InvV
2024-04-03 04:00:00,4,44.704488222822235,4,0.0,0.0,0.0,0.0,InvV
2024-04-03 05:00:00,4,47.15459381566415,5,0.0,0.0,0.0,0.0,InvV
2024-04-03 06:00:00,4,50.11375967628372,6,88.17889027011974,40.634514178742826,63.2840546721491,72.31116851149815,InvV
2024-04-03 07:00:00,4,39.86784482251435,7,286.49929670632645,152.05291782553414,230.52707118222298,256.12006437825,InvV
2024-04-03 08:00:00,4,36.177396526799086,8,470.0919374081653,327.6501274432716,429.6812838177498,444.52080146274767,InvV
2024-04-03 09:00:00,4,57.15286864747645,9,488.8993704159581,425.31229670429104,469.47963131208473,445.3370851270316,V
2024-04-03 10:00:00,4,28.548618358864708,10,752.0742919237791,677.4467739609456,740.5340176986633,684.213053699017,V
2024-04-03 11:00:00,4,68.51293610865943,11,517.898262070689,500.262328144463,496.81923322800014,440.538241737274,Flat
2024-04-03 12:00:00,4,41.6905678336059,12,691.6207014593647,663.822122158459,669.1657361429352,588.665815715264,Flat
2024-04-03 13:00:00,4,46.44896835716567,13,597.6977621230513,569.3943672149807,579.5076348752686,515.2426899612783,Flat
2024-04-03 14:00:00,4,64.30429161626463,14,400.8600796302529,375.8289416698261,387.0347531335299,351.55692612367875,Flat
2024-04-03 15:00:00,4,54.748095959721844,15,319.65917552987077,276.6101677916837,307.2708072344468,292.1907328286724,V
2024-04-03 16:00:00,4,50.6921675744616,16,173.62553749220237,129.61269896566384,159.23851347484168,160.65682255725446,InvV
2024-04-03 17:00:00,4,33.032142374689194,17,9.391241525324779e-14,4.630320239651071e-14,7.459705373137645e-14,8.450155206815582e-14,InvV
2024-04-03 18:00:00,4,35.92275348721052,18,0.0,0.0,0.0,0.0,InvV
2024-04-03 19:00:00,4,54.13139271753995,19,0.0,0.0,0.0,0.0,InvV
2024-04-03 20:00:00,4,38.41253884565111,20,0.0,0.0,0.0,0.0,InvV
2024-04-03 21:00:00,4,63.22638748357847,21,0.0,0.0,0.0,0.0,InvV
2024-04-03 22:00:00,4,35.11882312817201,22,0.0,0.0,0.0,0.0,InvV
2024-04-03 23:00:00,4,60.20758374065224,23,0.0,0.0,0.0,0.0,InvV
2024-04-04 00:00:00,4,51.678584458920525,0,0.0,0.0,0.0,0.0,InvV
2024-04-04 01:00:00,4,50.475250742426766,1,0.0,0.0,0.0,0.0,InvV
2024-04-04 02:00:00,4,42.123974622267475,2,0.0,0.0,0.0,0.0,InvV
2024-04-04 03:00:00,4,48.04579771859553,3,0.0,0.0,0.0,0.0,InvV
2024-04-04 04:00:00,4,28.057333487145275,4,0.0,0.0,0.0,0.0,InvV
2024-04-04 05:00:00,4,32.76413914893793,5,0.0,0.0,0.0,0.0,InvV
2024-04-04 06:00:00,4,51.64627399203854,6,86.7218007500749,40.91995682988115,62.62049303792594,71.1186645842823,InvV
2024-04-04 07:00:00,4,61.527089794407686,7,226.24683776101907,147.0873727858027,189.4355681021803,198.0792819967763,InvV
2024-04-04 08:00:00,4,45.243791978815494,8,430.140216955539,313.1079198293109,393.9971002080339,401.2887580802991,InvV
2024-04-04 09:00:00,4,46.60832151295998,9,549.0506581192387,466.5418618689458,529.5682712848906,507.76617969150374,V
2024-04-04 10:00:00,4,52.98784125494797,10,591.2804111925471,547.4748627078166,574.4702966806591,524.6876532860441,Flat
2024-04-04 11:00:00,4,63.28396531774233,11,554.3244343775124,533.700712422121,533.1116558529598,473.0233830346763,Flat
2024-04-04 12:00:00,4,45.95072416908735,12,662.4963359029865,637.2300259775437,639.8174911355443,562.8691891738214,Flat
2024-04-04 13:00:00,4,32.41209987217816,13,684.7215536656928,646.5030885593551,668.3556047757082,595.2352259151734,Flat
2024-04-04 14:00:00,4,36.11023472049122,14,544.7361034003261,494.92023329399194,534.1718785067234,491.80928974806324,Flat
2024-04-04 15:00:00,4,49.8370315346324,15,337.47649237051087,288.8508533870135,325.0636676480082,310.66338898906616,V
2024-04-04 16:00:00,4,48.68861062352898,16,177.39995018460488,131.21781199363775,162.6242353595054,164.64634792571297,InvV
2024-04-04 17:00:00,4,40.30056227136478,17,8.769711942285422e-14,4.675241153079256e-14,7.062130822784773e-14,7.836572131043813e-14,InvV
2024-04-04 18:00:00,4,46.12152995354582,18,0.0,0.0,0.0,0.0,InvV
2024-04-04 19:00:00,4,61.74423515708346,19,0.0,0.0,0.0,0.0,InvV
2024-04-04 20:00:00,4,38.416294461765624,20,0.0,0.0,0.0,0.0,InvV
2024-04-04 21:00:00,4,38.41295504013336,21,0.0,0.0,0.0,0.0,InvV
2024-04-04 22:00:00,4,40.74210650286217,22,0.0,0.0,0.0,0.0,InvV
2024-04-04 23:00:00,4,47.126307950387854,23,0.0,0.0,0.0,0.0,InvV
2024-04-05 00:00:00,4,47.394985333062166,0,0.0,0.0,0.0,0.0,InvV
2024-04-05 01:00:00,4,47.36422719052171,1,0.0,0.0,0.0,0.0,InvV
2024-04-05 02:00:00,4,41.76847812299095,2,0.0,0.0,0.0,0.0,InvV
2024-04-05 03:00:00,4,40.90485940552097,3,0.0,0.0,0.0,0.0,InvV
2024-04-05 04:00:00,4,53.439721413680765,4,0.0,0.0,0.0,0.0,InvV
2024-04-05 05:00:00,4,71.40842519060553,5,0.0,0.0,0.0,0.0,InvV
2024-04-05 06:00:00,4,44.92431298903353,6,93.1129312151789,39.42914127122464,65.43565755912098,76.3486668479449,InvV
2024-04-05 07:00:00,4,43.96173256341438,7,275.11077400595667,152.21706049827014,223.0618902829451,244.97905276182843,InvV
2024-04-05 08:00:00,4,43.85756952890389,8,436.24870539475734,315.49141891977314,399.4631188374068,407.83319203327613,InvV
2024-04-05 09:00:00,4,51.95449938687876,9,518.5534277209464,445.94202102811505,499.03909249122876,475.90494190406264,V
2024-04-05 10:00:00,4,41.701469441208786,10,665.5372536062051,608.5025076510788,650.637878293877,597.4637971466234,Flat
2024-04-05 11:00:00,4,36.970768485198654,11,737.6280098020536,698.4836388560874,718.4327280301833,639.4871182284487,Flat
2024-04-05 12:00:00,4,55.75269976091938,12,595.4855743650654,575.5910054095798,572.6820745159991,503.8515078594037,Flat
2024-04-05 13:00:00,4,35.86446906287851,13,663.3180435379841,627.6747625049412,646.3980151092085,575.4438119847267,Flat
2024-04-05 14:00:00,4,29.93197577205022,14,576.2641426112003,519.9022113288703,566.9947720836459,523.536202480622,V
2024-04-05 15:00:00,4,42.057559899777665,15,365.7003760285745,307.5543436370957,353.3927520905739,340.39787964145245,V
2024-04-05 16:00:00,4,56.47922317267214,16,162.72355834388952,124.686765369209,149.44108025693168,149.25228496785266,V
2024-04-05 17:00:00,4,34.61481274181815,17,9.255905858514951e-14,4.6443432166064323e-14,7.374295427684662e-14,8.315893920242084e-14,InvV
2024-04-05 18:00:00,4,30.151761447745752,18,0.0,0.0,0.0,0.0,InvV
2024-04-05 19:00:00,4,25.79471360332474,19,0.0,0.0,0.0,0.0,InvV
2024-04-05 20:00:00,4,42.038210676707095,20,0.0,0.0,0.0,0.0,InvV
2024-04-05 21:00:00,4,48.870920855966446,21,0.0,0.0,0.0,0.0,InvV
2024-04-05 22:00:00,4,57.38975658904053,22,0.0,0.0,0.0,0.0,InvV
2024-04-05 23:00:00,4,52.128843062868846,23,0.0,0.0,0.0,0.0,InvV
2024-04-06 00:00:00,4,48.49049264909908,0,0.0,0.0,0.0,0.0,InvV
2024-04-06 01:00:00,4,47.99963927346638,1,0.0,0.0,0.0,0.0,InvV
2024-04-06 02:00:00,4,50.23050924656928,2,0.0,0.0,0.0,0.0,InvV
2024-04-06 03:00:00,4,52.565856365879014,3,0.0,0.0,0.0,0.0,InvV
2024-04-06 04:00:00,4,27.41860533534059,4,0.0,0.0,0.0,0.0,InvV
2024-04-06 05:00:00,4,67.35513102126275,5,0.0,0.0,0.0,0.0,InvV
2024-04-06 06:00:00,4,36.81058878960023,6,100.82732734054588,36.8056283895628,68.5045989015266,82.65947390384419,InvV
2024-04-06 07:00:00,4,53.912234653939414,7,247.43011295463356,150.47307547685108,204.33096215447677,218.23137963845872,InvV
2024-04-06 08:00:00,4,52.08845061473263,8,399.97873879555027,300.49217838278753,366.954865465422,369.3219029967703,InvV
2024-04-06 09:00:00,4,45.355715101445945,9,556.1961417210256,471.27800421836616,536.7401893121113,515.2934513572866,V
2024-04-06 10:00:00,4,44.926440467453055,10,644.3190827682648,591.2404252825777,628.7821484367817,576.5119977046706,Flat
2024-04-06 11:00:00,4,43.54261589515174,11,691.8470606055262,657.8731478378423,671.7273272705827,597.4442769864987,Flat
2024-04-06 12:00:00,4,56.88159473658375,12,587.7679350680813,568.4513298198149,564.9850343328757,497.08455394934316,Flat
2024-04-06 13:00:00,4,52.63131246773507,13,559.3693396762304,534.9657135703969,540.7364101143116,480.41214934794596,Flat
2024-04-06 14:00:00,4,59.62783034558912,14,424.7243519989592,396.1596391555067,411.1394363294336,374.30592284820546,Flat
2024-04-06 15:00:00,4,30.43938262862823,15,407.85106427718637,333.919521313859,396.02913286416776,385.88317324318257,V
2024-04-06 16:00:00,4,61.90042975292281,16,152.51078604654631,119.6817490693582,140.23857140110027,138.72879729538118,V
2024-04-06 17:00:00,4,29.152769042524174,17,9.722970473826685e-14,4.585959909035795e-14,7.66632618696038e-14,8.780795235742753e-14,InvV
2024-04-06 18:00:00,4,60.17550344361609,18,0.0,0.0,0.0,0.0,InvV
2024-04-06 19:00:00,4,34.60205755488469,19,0.0,0.0,0.0,0.0,InvV
2024-04-06 20:00:00,4,29.98572151832166,20,0.0,0.0,0.0,0.0,InvV
2024-04-06 21:00:00,4,26.7827042968361,21,0.0,0.0,0.0,0.0,InvV
2024-04-06 22:00:00,4,40.741094019118975,22,0.0,0.0,0.0,0.0,InvV
2024-04-06 23:00:00,4,25.155625932388308,23,0.0,0.0,0.0,0.0,InvV
2024-04-07 00:00:00,4,29.051054049934077,0,0.0,0.0,0.0,0.0,InvV
2024-04-07 01:00:00,4,32.102800882573504,1,0.0,0.0,0.0,0.0,InvV
2024-04-07 02:00:00,4,56.46998826200598,2,0.0,0.0,0.0,0.0,InvV
2024-04-07 03:00:00,4,21.91541124363449,3,0.0,0.0,0.0,0.0,InvV
2024-04-07 04:00:00,4,67.50960656056361,4,0.0,0.0,0.0,0.0,InvV
2024-04-07 05:00:00,4,46.92653305775662,5,0.0,0.0,0.0,0.0,InvV
2024-04-07 06:00:00,4,54.18065815196421,6,84.31214978549225,41.321446890760924,61.494953672067695,69.1463943268766,InvV
2024-04-07 07:00:00,4,37.09018427164023,7,294.22629173882746,151.6488659467754,235.5120502802576,263.72438731168324,InvV
2024-04-07 08:00:00,4,43.271839830236495,8,438.82976523334577,316.48117144897674,401.7716243115104,410.60557230996454,InvV
2024-04-07 09:00:00,4,36.5478942344549,9,606.4402878423023,503.61164760051446,587.373349588265,568.8889987472702,V
2024-04-07 10:00:00,4,49.11165577643074,10,616.7831412987783,568.6285864234367,600.5280649869242,549.5086991430892,Flat
2024-04-07 11:00:00,4,59.11092926201529,11,583.3947307105007,560.2218037490718,562.2024006018592,499.08994555826666,Flat
2024-04-07 12:00:00,4,32.94039415941475,12,751.4408668947108,718.0656294498162,729.7682285782329,641.9288387081995,Flat
2024-04-07 13:00:00,4,61.49988757793039,13,504.3872022788959,485.07892348626734,485.5041636670685,430.875989108607,Flat
2024-04-07 14:00:00,4,42.01612979538032,14,514.5979539555868,470.6648850365327,502.9909568098541,461.8147287331594,Flat
2024-04-07 15:00:00,4,44.83675337189579,15,355.6174761991214,300.96922551526023,343.2520082163952,329.70880975241045,V
2024-04-07 16:00:00,4,35.18798040505503,16,202.83319281258267,140.68841041285637,185.35410797803198,192.08051335873057,InvV
2024-04-07 17:00:00,4,40.49100106821689,17,8.753427337421558e-14,4.67574857159575e-14,7.051530862928469e-14,7.820599272935265e-14,InvV
2024-04-07 18:00:00,4,51.27862129539158,18,0.0,0.0,0.0,0.0,InvV
2024-04-07 19:00:00,4,23.935177865390322,19,0.0,0.0,0.0,0.0,InvV
2024-04-07 20:00:00,4,42.68862017047091,20,0.0,0.0,0.0,0.0,InvV
2024-04-07 21:00:00,4,43.25563748214948,21,0.0,0.0,0.0,0.0,InvV
2024-04-07 22:00:00,4,38.775553781532004,22,0.0,0.0,0.0,0.0,InvV
2024-04-07 23:00:00,4,43.76507262884795,23,0.0,0.0,0.0,0.0,InvV
2024-04-08 00:00:00,4,46.70910702015528,0,0.0,0.0,0.0,0.0,InvV
2024-04-08 01:00:00,4,61.08118444243722,1,0.0,0.0,0.0,0.0,InvV
2024-04-08 02:00:00,4,38.875885514326555,2,0.0,0.0,0.0,0.0,InvV
2024-04-08 03:00:00,4,56.25420356834048,3,0.0,0.0,0.0,0.0,InvV
2024-04-08 04:00:00,4,22.257892883048175,4,0.0,0.0,0.0,0.0,InvV
2024-04-08 05:00:00,4,44.595729221508726,5,0.0,0.0,0.0,0.0,InvV
2024-04-08 06:00:00,4,32.51804542824622,6,104.908607288059,35.05310530357734,69.98261784779714,85.99728086909371,InvV
2024-04-08 07:00:00,4,41.11368259457585,7,283.0335808279079,152.15727837432826,228.27017782039078,252.72125616220077,InvV
2024-04-08 08:00:00,4,34.19989716229007,8,478.8059298899888,330.49367321534385,437.4439108462082,454.0848529485285,InvV
2024-04-08 09:00:00,4,30.327156483014576,9,641.9264383085173,525.4257327787188,623.348572126651,607.4456907902397,V
2024-04-08 10:00:00,4,33.509017934920394,10,719.4381520103706,651.7205524103949,706.4878862320136,651.2518996708221,Flat
2024-04-08 11:00:00,4,22.33809143535822,11,839.5624892322026,787.6027014740866,823.4314022980913,734.2170445457728,Flat
2024-04-08 12:00:00,4,40.183026858515824,12,701.9269369568889,673.2035848860421,679.575826761063,597.8156890123158,Flat
2024-04-08 13:00:00,4,40.03491742343925,13,637.4626877542535,604.8114039814052,619.965049368997,551.6378604174215,Flat
2024-04-08 14:00:00,4,33.158353328516135,14,559.7997375161355,506.9062560610916,549.8281527348422,506.9234118087971,V
2024-04-08 15:00:00,4,65.92849304413,15,279.0967515797022,247.49212210847526,267.0263663736632,250.9974294627978,V
2024-04-08 16:00:00,4,50.03481211074473,16,174.86390049681685,130.14501435796723,160.3497054255298,161.96343152332193,InvV
2024-04-08 17:00:00,4,20.0,17,1.0505632566485569e-13,4.425074672455865e-14,8.138434208354176e-14,9.569582901054422e-14,InvV
2024-04-08 18:00:00,4,58.57382286367188,18,0.0,0.0,0.0,0.0,InvV
2024-04-08 19:00:00,4,30.452772445247234,19,0.0,0.0,0.0,0.0,InvV
2024-04-08 20:00:00,4,39.25052465622777,20,0.0,0.0,0.0,0.0,InvV
2024-04-08 21:00:00,4,49.52304137325157,21,0.0,0.0,0.0,0.0,InvV
2024-04-08 22:00:00,4,54.47793641681158,22,0.0,0.0,0.0,0.0,InvV
2024-04-08 23:00:00,4,29.330569603900326,23,0.0,0.0,0.0,0.0,InvV
2024-04-09 00:00:00,4,40.846919593641665,0,0.0,0.0,0.0,0.0,InvV
2024-04-09 01:00:00,4,35.72899521153072,1,0.0,0.0,0.0,0.0,InvV
2024-04-09 02:00:00,4,48.01757020852313,2,0.0,0.0,0.0,0.0,InvV
2024-04-09 03:00:00,4,55.66791501113827,3,0.0,0.0,0.0,0.0,InvV
2024-04-09 04:00:00,4,43.815783638285836,4,0.0,0.0,0.0,0.0,InvV
2024-04-09 05:00:00,4,23.71474376092378,5,0.0,0.0,0.0,0.0,InvV
2024-04-09 06:00:00,4,41.50191944921562,6,96.36688695906483,38.432446312963265,66.77404180567304,79.01085822490242,InvV
2024-04-09 07:00:00,4,42.97888282043433,7,277.84490042011186,152.22454092455155,224.8669381194831,247.646506522863,InvV
2024-04-09 08:00:00,4,63.409083471646376,8,350.09355987964,276.53521124195436,322.0351226259364,317.717951666587,V
2024-04-09 09:00:00,4,39.10833260920984,9,591.8342869053577,494.3871628204194,572.6175913678417,553.188368252324,V
2024-04-09 10:00:00,4,44.896074399100975,10,644.5188713619382,591.4036202900926,628.9875985008623,576.7086933706388,Flat
2024-04-09 11:00:00,4,23.987155809691565,11,828.0747404100342,777.6491322495306,811.5289187871298,723.464040586031,Flat
2024-04-09 12:00:00,4,45.431286030047026,12,666.0474511799863,640.4787921195881,643.3903996426226,566.0098123698504,Flat
2024-04-09 13:00:00,4,49.59444286832239,13,578.1968942154871,551.9133386119154,559.7539177595793,497.49083816042037,Flat
2024-04-09 14:00:00,4,42.30824656834919,14,513.1072639166656,469.4556641215832,501.45363625877087,460.3396064223449,Flat
2024-04-09 15:00:00,4,57.17164660240152,15,310.8665460829104,270.44591094748444,298.51616377356436,283.15977684440827,V
2024-04-09 16:00:00,4,53.7424248100216,16,167.879292235919,127.06997286022326,154.07781509497207,154.6236956201748,InvV
2024-04-09 17:00:00,4,38.64013362942583,17,8.911696794036067e-14,4.6693683877302336e-14,7.154155177170246e-14,7.976062892266027e-14,InvV
2024-04-09 18:00:00,4,28.43578411614841,18,0.0,0.0,0.0,0.0,InvV
2024-04-09 19:00:00,4,36.73741761043735,19,0.0,0.0,0.0,0.0,InvV
2024-04-09 20:00:00,4,39.52288852627689,20,0.0,0.0,0.0,0.0,InvV
2024-04-09 21:00:00,4,46.49230359142699,21,0.0,0.0,0.0,0.0,InvV
2024-04-09 22:00:00,4,37.960608589773436,22,0.0,0.0,0.0,0.0,InvV
2024-04-09 23:00:00,4,31.23315430511718,23,0.0,0.0,0.0,0.0,InvV
2024-04-10 00:00:00,4,47.26852130896932,0,0.0,0.0,0.0,0.0,InvV
2024-04-10 01:00:00,4,55.85167464161571,1,0.0,0.0,0.0,0.0,InvV
2024-04-10 02:00:00,4,46.93747636089163,2,0.0,0.0,0.0,0.0,InvV
2024-04-10 03:00:00,4,66.4220257621977,3,0.0,0.0,0.0,0.0,InvV
2024-04-10 04:00:00,4,59.045451568337434,4,0.0,0.0,0.0,0.0,InvV
2024-04-10 05:00:00,4,40.2165129031932,5,0.0,0.0,0.0,0.0,InvV
2024-04-10 06:00:00,4,58.36082013643056,6,80.337720211139,41.7915137448887,59.56177506138036,65.8928930486914,InvV
2024-04-10 07:00:00,4,29.917994249595825,7,314.1781453427713,149.51127641685602,248.08438798544432,283.5287146480458,InvV
2024-04-10 08:00:00,4,64.55441033412922,8,345.0465950876265,273.8968174665747,317.47707791504456,312.58507701919405,V
2024-04-10 09:00:00,4,46.55262628531779,9,549.3683711152421,466.7531761709687,529.8870068250832,508.1003666547034,V
2024-04-10 10:00:00,4,28.164130947325926,10,754.603964133755,679.4269386953433,743.1802197104746,686.780306718565,V
2024-04-10 11:00:00,4,41.08178824057532,11,708.989732796142,673.1222271944836,689.1833653217617,613.1507433607848,Flat
2024-04-10 12:00:00,4,46.99148369369012,12,655.3812306195586,630.7153593809544,632.6633201823499,556.5805199425404,Flat
2024-04-10 13:00:00,4,45.70424926139892,13,602.3147662231569,573.5223286696929,584.1928614284093,519.4548941245063,Flat
2024-04-10 14:00:00,4,44.528047984261015,14,501.7794793959339,460.2374954323871,489.7867408085698,449.1561929508388,Flat
2024-04-10 15:00:00,4,22.555230255033592,15,436.4547291247844,350.741695670109,425.1865713375294,417.48561359635056,V
2024-04-10 16:00:00,4,56.79640075511089,16,162.1260414665454,124.40434161832519,148.90332223066366,148.63232433749954,V
2024-04-10 17:00:00,4,56.17835536065559,17,7.411986568867502e-14,4.6001401773919135e-14,6.146242557468947e-14,6.522994837648572e-14,InvV
2024-04-10 18:00:00,4,56.35052380455641,18,0.0,0.0,0.0,0.0,InvV
2024-04-10 19:00:00,4,53.083787205765006,19,0.0,0.0,0.0,0.0,InvV
2024-04-10 20:00:00,4,56.83768822441127,20,0.0,0.0,0.0,0.0,InvV
2024-04-10 21:00:00,4,45.245025105426926,21,0.0,0.0,0.0,0.0,InvV
2024-04-10 22:00:00,4,37.085278940732444,22,0.0,0.0,0.0,0.0,InvV
2024-04-10 23:00:00,4,20.0,23,0.0,0.0,0.0,0.0,InvV
2024-04-11 00:00:00,4,33.440955769454526,0,0.0,0.0,0.0,0.0,InvV
2024-04-11 01:00:00,4,20.0,1,0.0,0.0,0.0,0.0,InvV
2024-04-11 02:00:00,4,52.202102835955124,2,0.0,0.0,0.0,0.0,InvV
2024-04-11 03:00:00,4,57.74657362707338,3,0.0,0.0,0.0,0.0,InvV
2024-04-11 04:00:00,4,72.00811237237042,4,0.0,0.0,0.0,0.0,InvV
2024-04-11 05:00:00,4,26.958499209007268,5,0.0,0.0,0.0,0.0,InvV
2024-04-11 06:00:00,4,35.10009535383408,6,102.45363649390134,36.137517003427675,69.105634942927,83.9895991211032,InvV
2024-04-11 07:00:00,4,32.397372116902915,7,307.2809237012191,150.42864499446017,243.78702514165093,276.65490054523866,InvV
2024-04-11 08:00:00,4,51.15579419518469,8,404.0885560596802,302.2940926279804,370.6448439954647,373.6437443271536,InvV
2024-04-11 09:00:00,4,48.73897804059456,9,536.8963444103933,458.40695709305083,517.3855187191318,495.0166995414468,V
2024-04-11 10:00:00,4,54.024404019207374,10,584.460515560208,541.7835015176584,567.519912887614,518.0807510832274,Flat
2024-04-11 11:00:00,4,41.81465250125072,11,703.884437527856,668.5861849395492,683.9806407086209,608.4686021284929,Flat
2024-04-11 12:00:00,4,60.12985523072114,12,565.5613495337251,547.8608700125542,542.8779968157411,477.6481582272884,Flat
2024-04-11 13:00:00,4,33.11670372816622,13,680.3532503543648,642.6675978775922,663.8686321763462,591.1897280750976,Flat
2024-04-11 14:00:00,4,24.5820468630277,14,603.5651621745864,541.2110169646423,595.5855583383786,551.2978064859622,V
2024-04-11 15:00:00,4,49.993485773731514,15,336.9088771841067,288.4660692631316,324.4957470108109,310.0713361074208,V
2024-04-11 16:00:00,4,68.17021040457962,16,140.69942243186216,113.42223769149837,129.5661056803542,126.75118360177743,V
2024-04-11 17:00:00,4,31.937897334132852,17,9.484811472227672e-14,4.619244159263786e-14,7.518379373919731e-14,8.543195854881747e-14,InvV
2024-04-11 18:00:00,4,46.79920594197793,18,0.0,0.0,0.0,0.0,InvV
2024-04-11 19:00:00,4,48.64545516943428,19,0.0,0.0,0.0,0.0,InvV
2024-04-11 20:00:00,4,20.0,20,0.0,0.0,0.0,0.0,InvV
2024-04-11 21:00:00,4,37.916100984565624,21,0.0,0.0,0.0,0.0,InvV
