timestamp,date,month,hour,minute,Cloud_%,GHI,season,Flat_POA,V30_POA,InvV50_POA,Winner,Flat_vs_V,Flat_vs_InvV
2024-04-02 03:30:00,2024-04-02,4,3,30,15.0,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 03:45:00,2024-04-02,4,3,45,34.7,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 04:00:00,2024-04-02,4,4,0,35.7,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 04:15:00,2024-04-02,4,4,15,64.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 04:30:00,2024-04-02,4,4,30,32.7,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 04:45:00,2024-04-02,4,4,45,38.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 05:00:00,2024-04-02,4,5,0,34.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 05:15:00,2024-04-02,4,5,15,21.0,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 05:30:00,2024-04-02,4,5,30,48.7,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 05:45:00,2024-04-02,4,5,45,44.0,52.53485370867032,Summer,45.66,44.5,36.93,Flat,2.6,23.6
2024-04-02 06:00:00,2024-04-02,4,6,0,44.5,104.32620371355155,Summer,91.92,89.28,73.87,Flat,3.0,24.4
2024-04-02 06:15:00,2024-04-02,4,6,15,24.1,189.63707646763075,Summer,161.54,162.14,137.85,V30°,-0.4,17.2
2024-04-02 06:30:00,2024-04-02,4,6,30,51.8,190.77943152146065,Summer,174.52,166.46,135.59,Flat,4.8,28.7
2024-04-02 06:45:00,2024-04-02,4,6,45,18.2,328.5384686961901,Summer,285.72,286.54,243.46,V30°,-0.3,17.4
2024-04-02 07:00:00,2024-04-02,4,7,0,42.0,313.8079011224998,Summer,287.83,276.82,227.12,Flat,4.0,26.7
2024-04-02 07:15:00,2024-04-02,4,7,15,61.3,290.62068439397626,Summer,276.32,257.76,205.8,Flat,7.2,34.3
2024-04-02 07:30:00,2024-04-02,4,7,30,23.1,490.1464150328793,Summer,447.7,437.84,364.41,Flat,2.3,22.9
2024-04-02 07:45:00,2024-04-02,4,7,45,28.2,520.6734631093998,Summer,483.58,467.22,384.87,Flat,3.5,25.6
2024-04-02 08:00:00,2024-04-02,4,8,0,36.2,529.331932262452,Summer,499.96,476.07,387.21,Flat,5.0,29.1
2024-04-02 08:15:00,2024-04-02,4,8,15,29.0,613.7219519938676,Summer,580.66,554.62,452.34,Flat,4.7,28.4
2024-04-02 08:30:00,2024-04-02,4,8,30,16.4,733.4149215071978,Summer,693.01,666.91,547.49,Flat,3.9,26.6
2024-04-02 08:45:00,2024-04-02,4,8,45,35.8,656.1167382837951,Summer,632.09,594.02,477.5,Flat,6.4,32.4
2024-04-02 09:00:00,2024-04-02,4,9,0,22.3,783.5037443749229,Summer,753.54,713.32,577.16,Flat,5.6,30.6
2024-04-02 09:15:00,2024-04-02,4,9,15,40.7,691.3902455328664,Summer,674.0,625.8,497.51,Flat,7.7,35.5
2024-04-02 09:30:00,2024-04-02,4,9,30,24.0,842.7010763146089,Summer,819.31,767.31,614.88,Flat,6.8,33.2
2024-04-02 09:45:00,2024-04-02,4,9,45,53.6,647.6898745698345,Summer,638.22,583.57,457.28,Flat,9.4,39.6
2024-04-02 10:00:00,2024-04-02,4,10,0,25.6,886.2143935103273,Summer,868.24,805.92,640.54,Flat,7.7,35.5
2024-04-02 10:15:00,2024-04-02,4,10,15,31.1,863.9520732863282,Summer,849.82,783.73,619.15,Flat,8.4,37.3
2024-04-02 10:30:00,2024-04-02,4,10,30,44.8,769.8326874374287,Summer,760.97,694.78,543.67,Flat,9.5,40.0
2024-04-02 10:45:00,2024-04-02,4,10,45,20.2,985.4064386423767,Summer,970.84,895.71,707.91,Flat,8.4,37.1
2024-04-02 11:00:00,2024-04-02,4,11,0,37.7,849.2088254217568,Summer,840.36,767.24,600.36,Flat,9.5,40.0
2024-04-02 11:15:00,2024-04-02,4,11,15,50.7,745.2349016781664,Summer,739.59,670.37,520.9,Flat,10.3,42.0
2024-04-02 11:30:00,2024-04-02,4,11,30,15.7,1042.978584524122,Summer,1030.29,947.47,746.53,Flat,8.7,38.0
2024-04-02 11:45:00,2024-04-02,4,11,45,37.2,859.0447909862413,Summer,851.55,775.35,605.13,Flat,9.8,40.7
2024-04-02 12:00:00,2024-04-02,4,12,0,38.1,845.9426391680258,Summer,838.77,763.27,595.36,Flat,9.9,40.9
2024-04-02 12:15:00,2024-04-02,4,12,15,44.4,784.8339857783963,Summer,778.78,706.91,550.08,Flat,10.2,41.6
2024-04-02 12:30:00,2024-04-02,4,12,30,20.2,971.0743159487567,Summer,959.89,881.01,692.87,Flat,9.0,38.5
2024-04-02 12:45:00,2024-04-02,4,12,45,19.2,960.0118203877304,Summer,948.09,871.66,686.63,Flat,8.8,38.1
2024-04-02 13:00:00,2024-04-02,4,13,0,41.3,763.6930460917994,Summer,756.2,689.23,538.43,Flat,9.7,40.4
2024-04-02 13:15:00,2024-04-02,4,13,15,38.6,761.8686909155097,Summer,753.2,688.55,539.44,Flat,9.4,39.6
2024-04-02 13:30:00,2024-04-02,4,13,30,38.0,739.7557157542984,Summer,730.2,669.11,525.41,Flat,9.1,39.0
2024-04-02 13:45:00,2024-04-02,4,13,45,39.2,702.1317242344659,Summer,692.0,635.22,499.62,Flat,8.9,38.5
2024-04-02 14:00:00,2024-04-02,4,14,0,26.8,752.6883201292076,Summer,737.67,684.21,543.43,Flat,7.8,35.7
2024-04-02 14:15:00,2024-04-02,4,14,15,37.8,643.6121198008711,Summer,631.0,583.1,461.52,Flat,8.2,36.7
2024-04-02 14:30:00,2024-04-02,4,14,30,38.5,600.9488125845127,Summer,587.45,544.42,432.05,Flat,7.9,36.0
2024-04-02 14:45:00,2024-04-02,4,14,45,26.4,627.8493111781277,Summer,608.25,571.13,458.75,Flat,6.5,32.6
2024-04-02 15:00:00,2024-04-02,4,15,0,57.4,420.0900500572616,Summer,411.28,377.89,297.48,Flat,8.8,38.3
2024-04-02 15:15:00,2024-04-02,4,15,15,40.7,461.9586169770578,Summer,446.34,417.57,334.29,Flat,6.9,33.5
2024-04-02 15:30:00,2024-04-02,4,15,30,20.7,500.3460298290855,Summer,474.2,454.38,371.63,Flat,4.4,27.6
2024-04-02 15:45:00,2024-04-02,4,15,45,42.9,359.55326176274093,Summer,343.98,323.71,260.54,Flat,6.3,32.0
2024-04-02 16:00:00,2024-04-02,4,16,0,23.3,374.5253470238941,Summer,349.54,337.83,278.36,Flat,3.5,25.6
2024-04-02 16:15:00,2024-04-02,4,16,15,44.4,257.0471580704359,Summer,242.87,230.02,186.2,Flat,5.6,30.4
2024-04-02 16:30:00,2024-04-02,4,16,30,48.9,197.20128953595358,Summer,185.85,175.7,141.99,Flat,5.8,30.9
2024-04-02 16:45:00,2024-04-02,4,16,45,25.2,187.87872552721484,Summer,170.01,166.74,139.1,Flat,2.0,22.2
2024-04-02 17:00:00,2024-04-02,4,17,0,46.6,102.0405240696333,Summer,94.26,90.05,73.45,Flat,4.7,28.3
2024-04-02 17:15:00,2024-04-02,4,17,15,40.0,54.78864714547569,Summer,49.55,47.99,39.62,Flat,3.3,25.1
2024-04-02 17:30:00,2024-04-02,4,17,30,44.9,9.749675567687603e-14,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 17:45:00,2024-04-02,4,17,45,57.8,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 18:00:00,2024-04-02,4,18,0,32.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 18:15:00,2024-04-02,4,18,15,26.0,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 18:30:00,2024-04-02,4,18,30,24.3,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 18:45:00,2024-04-02,4,18,45,25.2,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 19:00:00,2024-04-02,4,19,0,34.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 19:15:00,2024-04-02,4,19,15,39.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 19:30:00,2024-04-02,4,19,30,38.3,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 19:45:00,2024-04-02,4,19,45,44.9,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 20:00:00,2024-04-02,4,20,0,35.2,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 20:15:00,2024-04-02,4,20,15,52.4,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 20:30:00,2024-04-02,4,20,30,31.8,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 20:45:00,2024-04-02,4,20,45,67.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 21:00:00,2024-04-02,4,21,0,42.5,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 21:15:00,2024-04-02,4,21,15,24.7,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 21:30:00,2024-04-02,4,21,30,22.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 21:45:00,2024-04-02,4,21,45,40.8,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 22:00:00,2024-04-02,4,22,0,32.3,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 22:15:00,2024-04-02,4,22,15,43.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 22:30:00,2024-04-02,4,22,30,40.7,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 22:45:00,2024-04-02,4,22,45,34.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 23:00:00,2024-04-02,4,23,0,24.8,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 23:15:00,2024-04-02,4,23,15,16.8,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 23:30:00,2024-04-02,4,23,30,29.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 23:45:00,2024-04-02,4,23,45,45.3,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 00:00:00,2024-04-03,4,0,0,37.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 00:15:00,2024-04-03,4,0,15,20.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 00:30:00,2024-04-03,4,0,30,37.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 00:45:00,2024-04-03,4,0,45,39.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 01:00:00,2024-04-03,4,1,0,24.4,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 01:15:00,2024-04-03,4,1,15,36.8,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 01:30:00,2024-04-03,4,1,30,35.7,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 01:45:00,2024-04-03,4,1,45,21.3,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 02:00:00,2024-04-03,4,2,0,39.3,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 02:15:00,2024-04-03,4,2,15,41.7,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 02:30:00,2024-04-03,4,2,30,48.0,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 02:45:00,2024-04-03,4,2,45,47.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 03:00:00,2024-04-03,4,3,0,18.5,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 03:15:00,2024-04-03,4,3,15,23.7,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 03:30:00,2024-04-03,4,3,30,41.2,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 03:45:00,2024-04-03,4,3,45,41.2,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 04:00:00,2024-04-03,4,4,0,41.2,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 04:15:00,2024-04-03,4,4,15,81.2,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 04:30:00,2024-04-03,4,4,30,41.9,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 04:45:00,2024-04-03,4,4,45,48.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 05:00:00,2024-04-03,4,5,0,46.4,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 05:15:00,2024-04-03,4,5,15,42.8,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 05:30:00,2024-04-03,4,5,30,31.2,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-03 05:45:00,2024-04-03,4,5,45,44.1,52.48809559150243,Summer,45.63,44.47,36.9,Flat,2.6,23.7
