Date,Time,PanelSpacing_cm,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2025-04-01,11:45,93,755.7,36.0,51.9,74.82,1.15,59.85,0.96,57.4,0.67
2025-04-01,12:00,93,741.1,36.2,51.7,74.87,1.12,59.89,0.94,56.3,0.67
2025-04-01,12:15,93,734.4,36.2,51.6,74.9,1.11,59.92,0.93,55.8,0.67
2025-04-01,12:30,93,727.7,36.3,51.5,74.94,1.1,59.95,0.92,55.4,0.67
2025-04-01,12:45,93,720.9,36.4,51.4,74.97,1.09,59.98,0.91,54.9,0.67
2025-04-01,13:00,93,714.2,36.4,51.3,75.0,1.08,60.0,0.91,54.4,0.67
2025-04-01,13:15,93,666.7,36.4,50.0,75.4,1.01,60.32,0.84,51.0,0.67
2025-04-01,13:30,93,619.1,36.3,48.8,75.8,0.94,60.64,0.78,47.5,0.67
2025-04-01,13:45,93,571.6,36.2,47.5,76.2,0.86,60.96,0.72,44.0,0.67
2025-04-01,14:00,93,524.0,36.1,46.3,76.6,0.79,61.28,0.66,40.5,0.67
2025-04-01,14:15,93,499.7,35.9,45.4,76.88,0.75,61.5,0.63,38.8,0.67
2025-04-01,14:30,93,475.3,35.6,44.5,77.16,0.72,61.73,0.6,37.0,0.67
2025-04-01,14:45,93,451.0,35.3,43.6,77.44,0.68,61.95,0.57,35.2,0.67
2025-04-01,15:00,93,426.6,35.0,42.7,77.72,0.64,62.18,0.54,33.4,0.67
2025-04-01,15:15,93,373.7,34.6,40.9,78.28,0.56,62.62,0.47,29.4,0.67
2025-04-01,15:30,93,320.8,34.2,39.2,78.83,0.48,63.07,0.4,25.4,0.67
2025-04-01,15:45,93,267.9,33.8,37.5,79.38,0.4,63.51,0.34,21.3,0.67
2025-04-01,16:00,93,215.0,33.3,35.7,79.94,0.32,63.95,0.27,17.2,0.67
2025-04-01,16:15,93,171.7,32.8,34.1,80.45,0.26,64.36,0.21,13.8,0.67
2025-04-01,16:30,93,128.3,32.3,32.5,80.95,0.19,64.76,0.16,10.4,0.67
2025-04-01,16:45,93,85.0,31.8,30.9,81.46,0.13,65.17,0.11,6.9,0.67
2025-04-01,17:00,93,41.6,31.2,29.3,81.97,0.06,65.58,0.05,3.4,0.67
2025-04-01,17:15,93,31.2,30.8,28.6,82.19,0.05,65.75,0.04,2.5,0.67
2025-04-01,17:30,93,20.8,30.4,27.9,82.42,0.03,65.93,0.03,1.7,0.67
2025-04-01,17:45,93,10.4,29.9,27.2,82.64,0.02,66.11,0.01,0.9,0.67
2025-04-02,05:15,93,20.4,26.1,23.6,83.76,0.03,67.01,0.03,1.7,0.67
2025-04-02,05:30,93,40.8,26.4,24.4,83.5,0.06,66.8,0.05,3.4,0.67
2025-04-02,05:45,93,61.2,26.7,25.3,83.25,0.09,66.6,0.08,5.0,0.67
2025-04-02,06:00,93,81.6,27.0,26.1,82.99,0.12,66.39,0.1,6.7,0.67
2025-04-02,06:15,93,132.0,27.5,27.8,82.45,0.2,65.96,0.16,10.8,0.67
2025-04-02,06:30,93,182.5,27.9,29.5,81.91,0.27,65.53,0.23,14.8,0.67
2025-04-02,06:45,93,232.9,28.4,31.2,81.37,0.35,65.09,0.29,18.9,0.67
2025-04-02,07:00,93,283.4,28.8,32.9,80.83,0.42,64.66,0.35,22.8,0.67
2025-04-02,07:15,93,324.1,29.3,34.5,80.34,0.48,64.27,0.4,26.0,0.67
2025-04-02,07:30,93,364.9,29.9,36.0,79.85,0.54,63.88,0.46,29.1,0.67
2025-04-02,07:45,93,405.6,30.4,37.5,79.36,0.61,63.49,0.51,32.2,0.67
2025-04-02,08:00,93,446.4,30.9,39.1,78.87,0.67,63.09,0.56,35.3,0.67
2025-04-02,08:15,93,488.8,31.3,40.5,78.42,0.73,62.73,0.61,38.5,0.67
2025-04-02,08:30,93,531.2,31.7,41.9,77.96,0.8,62.37,0.67,41.6,0.67
2025-04-02,08:45,93,573.6,32.0,43.4,77.51,0.86,62.01,0.72,44.8,0.67
2025-04-02,09:00,93,616.0,32.4,44.8,77.06,0.93,61.65,0.78,47.9,0.67
2025-04-02,09:15,93,659.4,32.6,46.1,76.64,0.99,61.32,0.83,51.0,0.67
2025-04-02,09:30,93,702.9,32.9,47.4,76.23,1.06,60.98,0.89,54.2,0.67
2025-04-02,09:45,93,746.3,33.1,48.7,75.81,1.13,60.65,0.94,57.3,0.67
2025-04-02,10:00,93,789.8,33.3,50.1,75.39,1.19,60.31,1.0,60.4,0.67
2025-04-02,10:15,93,800.7,33.5,50.5,75.26,1.21,60.21,1.01,61.1,0.67
2025-04-02,10:30,93,811.6,33.6,50.9,75.13,1.23,60.1,1.03,61.9,0.67
2025-04-02,10:45,93,822.5,33.7,51.3,75.0,1.25,60.0,1.04,62.6,0.67
2025-04-02,11:00,93,833.4,33.9,51.7,74.87,1.26,59.89,1.06,63.3,0.67
2025-04-02,11:15,93,803.5,34.0,51.1,75.08,1.22,60.06,1.02,61.2,0.67
2025-04-02,11:30,93,773.6,34.0,50.4,75.29,1.17,60.23,0.98,59.1,0.67
2025-04-02,11:45,93,743.7,34.1,49.7,75.5,1.12,60.4,0.94,56.9,0.67
2025-04-02,12:00,93,713.8,34.2,49.0,75.71,1.08,60.57,0.9,54.7,0.67
2025-04-02,12:15,93,689.6,34.2,48.5,75.9,1.04,60.72,0.87,53.0,0.67
2025-04-02,12:30,93,665.5,34.2,47.9,76.09,1.0,60.87,0.84,51.2,0.67
2025-04-02,12:45,93,641.3,34.2,47.3,76.27,0.97,61.02,0.81,49.4,0.67
2025-04-02,13:00,93,617.1,34.3,46.7,76.46,0.93,61.17,0.78,47.7,0.67
2025-04-02,13:15,93,596.3,34.2,46.1,76.66,0.9,61.33,0.75,46.2,0.67
2025-04-02,13:30,93,575.6,34.0,45.4,76.86,0.87,61.49,0.73,44.6,0.67
2025-04-02,13:45,93,554.8,33.9,44.8,77.06,0.84,61.64,0.7,43.1,0.67
2025-04-02,14:00,93,534.0,33.8,44.2,77.25,0.8,61.8,0.67,41.6,0.67
2025-04-02,14:15,93,497.9,33.6,43.1,77.6,0.75,62.08,0.63,38.9,0.67
2025-04-02,14:30,93,461.7,33.4,42.0,77.95,0.69,62.36,0.58,36.2,0.67
2025-04-02,14:45,93,425.6,33.2,40.9,78.31,0.64,62.64,0.53,33.5,0.67
2025-04-02,15:00,93,389.5,33.0,39.8,78.66,0.58,62.92,0.49,30.7,0.67
2025-04-02,15:15,93,345.5,32.7,38.3,79.1,0.52,63.28,0.43,27.4,0.67
2025-04-02,15:30,93,301.5,32.4,36.9,79.55,0.45,63.64,0.38,24.0,0.67
2025-04-02,15:45,93,257.4,32.1,35.5,80.0,0.38,64.0,0.32,20.6,0.67
2025-04-02,16:00,93,213.4,31.8,34.1,80.45,0.32,64.36,0.27,17.1,0.67
2025-04-02,16:15,93,170.0,31.2,32.4,80.97,0.25,64.78,0.21,13.7,0.67
2025-04-02,16:30,93,126.6,30.6,30.8,81.5,0.19,65.2,0.16,10.3,0.67
2025-04-02,16:45,93,83.2,30.0,29.1,82.03,0.12,65.62,0.1,6.8,0.67
2025-04-02,17:00,93,39.8,29.4,27.4,82.55,0.06,66.04,0.05,3.3,0.67
2025-04-02,17:15,93,29.8,29.0,26.7,82.78,0.04,66.22,0.04,2.4,0.67
2025-04-02,17:30,93,19.9,28.5,26.0,83.0,0.03,66.4,0.02,1.6,0.67
2025-04-02,17:45,93,9.9,28.1,25.3,83.22,0.01,66.58,0.01,0.8,0.67
2025-04-03,05:15,93,22.8,25.2,22.7,84.05,0.03,67.24,0.03,1.9,0.67
2025-04-03,05:30,93,45.5,25.4,23.5,83.79,0.07,67.04,0.06,3.8,0.67
2025-04-03,05:45,93,68.2,25.6,24.3,83.54,0.1,66.83,0.08,5.6,0.67
2025-04-03,06:00,93,91.0,25.9,25.1,83.29,0.13,66.63,0.11,7.5,0.67
2025-04-03,06:15,93,145.7,26.2,26.9,82.73,0.22,66.18,0.18,11.9,0.67
2025-04-03,06:30,93,200.3,26.6,28.6,82.18,0.3,65.74,0.25,16.3,0.67
2025-04-03,06:45,93,255.0,27.0,30.4,81.62,0.38,65.3,0.32,20.7,0.67
2025-04-03,07:00,93,309.7,27.4,32.1,81.07,0.46,64.85,0.39,25.0,0.67
2025-04-03,07:15,93,360.0,27.8,33.8,80.55,0.54,64.44,0.45,28.9,0.67
2025-04-03,07:30,93,410.3,28.1,35.4,80.03,0.61,64.03,0.51,32.8,0.67
2025-04-03,07:45,93,460.7,28.5,37.0,79.52,0.69,63.61,0.58,36.7,0.67
2025-04-03,08:00,93,511.0,28.9,38.7,79.0,0.76,63.2,0.64,40.5,0.67
2025-04-03,08:15,93,548.9,29.3,40.0,78.58,0.82,62.86,0.69,43.3,0.67
2025-04-03,08:30,93,586.8,29.7,41.3,78.16,0.88,62.53,0.74,46.1,0.67
2025-04-03,08:45,93,624.8,30.0,42.7,77.74,0.94,62.19,0.79,48.9,0.67
2025-04-03,09:00,93,662.7,30.4,44.0,77.32,1.0,61.85,0.83,51.6,0.67
2025-04-03,09:15,93,688.3,30.7,44.9,77.02,1.04,61.62,0.87,53.5,0.67
2025-04-03,09:30,93,713.9,31.0,45.9,76.72,1.08,61.38,0.9,55.3,0.67
2025-04-03,09:45,93,739.5,31.3,46.8,76.43,1.12,61.14,0.93,57.1,0.67
2025-04-03,10:00,93,765.1,31.6,47.7,76.13,1.15,60.91,0.97,58.9,0.67
2025-04-03,10:15,93,777.6,31.8,48.2,75.97,1.17,60.78,0.98,59.8,0.67
2025-04-03,10:30,93,790.1,32.0,48.7,75.81,1.19,60.65,1.0,60.6,0.67
2025-04-03,10:45,93,802.6,32.2,49.3,75.65,1.21,60.52,1.02,61.5,0.67
2025-04-03,11:00,93,815.2,32.4,49.8,75.48,1.23,60.39,1.03,62.4,0.67
2025-04-03,11:15,93,805.9,32.5,49.6,75.54,1.22,60.43,1.02,61.7,0.67
2025-04-03,11:30,93,796.5,32.5,49.4,75.59,1.2,60.47,1.01,61.0,0.67
2025-04-03,11:45,93,787.2,32.6,49.3,75.64,1.19,60.51,1.0,60.3,0.67
2025-04-03,12:00,93,777.9,32.7,49.1,75.69,1.18,60.55,0.98,59.6,0.67
2025-04-03,12:15,93,741.5,32.6,48.2,76.0,1.12,60.8,0.94,57.0,0.67
2025-04-03,12:30,93,705.0,32.6,47.2,76.3,1.06,61.04,0.89,54.4,0.67
2025-04-03,12:45,93,668.6,32.5,46.2,76.6,1.01,61.28,0.84,51.7,0.67
2025-04-03,13:00,93,632.1,32.5,45.3,76.91,0.95,61.53,0.8,49.1,0.67
2025-04-03,13:15,93,582.1,32.3,43.9,77.35,0.88,61.88,0.73,45.4,0.67
2025-04-03,13:30,93,532.1,32.2,42.5,77.78,0.8,62.23,0.67,41.6,0.67
2025-04-03,13:45,93,482.1,32.1,41.1,78.22,0.72,62.58,0.61,37.9,0.67
2025-04-03,14:00,93,432.1,31.9,39.7,78.66,0.65,62.93,0.54,34.1,0.67
2025-04-03,14:15,93,391.7,31.7,38.5,79.04,0.59,63.23,0.49,31.0,0.67
2025-04-03,14:30,93,351.3,31.6,37.3,79.42,0.52,63.54,0.44,27.9,0.67
2025-04-03,14:45,93,310.8,31.4,36.1,79.8,0.46,63.84,0.39,24.8,0.67
2025-04-03,15:00,93,270.4,31.2,34.9,80.18,0.4,64.15,0.34,21.7,0.67
2025-04-03,15:15,93,239.1,30.9,33.9,80.52,0.36,64.42,0.3,19.2,0.67
2025-04-03,15:30,93,207.7,30.6,32.8,80.86,0.31,64.69,0.26,16.7,0.67
2025-04-03,15:45,93,176.4,30.3,31.7,81.2,0.26,64.96,0.22,14.3,0.67
2025-04-03,16:00,93,145.1,30.0,30.7,81.54,0.22,65.23,0.18,11.8,0.67
2025-04-03,16:15,93,116.4,29.6,29.5,81.89,0.17,65.51,0.14,9.5,0.67
2025-04-03,16:30,93,87.7,29.2,28.4,82.24,0.13,65.8,0.11,7.2,0.67
2025-04-03,16:45,93,59.1,28.8,27.3,82.6,0.09,66.08,0.07,4.8,0.67
2025-04-03,17:00,93,30.4,28.4,26.2,82.95,0.04,66.36,0.04,2.5,0.67
2025-04-03,17:15,93,22.8,28.1,25.7,83.11,0.03,66.49,0.03,1.9,0.67
2025-04-03,17:30,93,15.2,27.8,25.2,83.27,0.02,66.62,0.02,1.3,0.67
2025-04-03,17:45,93,7.6,27.5,24.7,83.43,0.01,66.74,0.01,0.6,0.67
2025-04-04,05:15,93,22.9,24.4,22.0,84.28,0.03,67.42,0.03,1.9,0.67
2025-04-04,05:30,93,45.8,24.8,22.9,83.99,0.07,67.19,0.06,3.8,0.67
2025-04-04,05:45,93,68.7,25.1,23.8,83.69,0.1,66.95,0.08,5.7,0.67
2025-04-04,06:00,93,91.6,25.5,24.8,83.4,0.14,66.72,0.11,7.6,0.67
2025-04-04,06:15,93,147.0,26.1,26.8,82.77,0.22,66.22,0.18,12.1,0.67
2025-04-04,06:30,93,202.4,26.7,28.7,82.15,0.3,65.72,0.25,16.5,0.67
2025-04-04,06:45,93,257.8,27.3,30.7,81.52,0.38,65.22,0.32,20.9,0.67
2025-04-04,07:00,93,313.2,27.9,32.7,80.89,0.47,64.71,0.39,25.2,0.67
2025-04-04,07:15,93,372.4,28.3,34.7,80.27,0.55,64.22,0.46,29.8,0.67
2025-04-04,07:30,93,431.6,28.8,36.6,79.65,0.64,63.72,0.54,34.4,0.67
2025-04-04,07:45,93,490.9,29.3,38.6,79.02,0.73,63.22,0.62,38.9,0.67
2025-04-04,08:00,93,550.1,29.8,40.6,78.4,0.82,62.72,0.69,43.3,0.67
2025-04-04,08:15,93,583.4,30.3,41.8,78.0,0.88,62.4,0.73,45.8,0.67
2025-04-04,08:30,93,616.6,30.7,43.1,77.59,0.93,62.07,0.78,48.2,0.67
2025-04-04,08:45,93,649.9,31.1,44.4,77.19,0.98,61.75,0.82,50.6,0.67
2025-04-04,09:00,93,683.2,31.6,45.7,76.78,1.03,61.43,0.86,52.9,0.67
2025-04-04,09:15,93,705.4,32.0,46.6,76.49,1.06,61.19,0.89,54.5,0.67
2025-04-04,09:30,93,727.5,32.3,47.5,76.2,1.1,60.96,0.92,56.1,0.67
2025-04-04,09:45,93,749.7,32.7,48.4,75.91,1.13,60.73,0.95,57.6,0.67
2025-04-04,10:00,93,771.9,33.0,49.3,75.62,1.17,60.49,0.98,59.1,0.67
2025-04-04,10:15,93,782.6,33.4,49.9,75.44,1.18,60.35,0.99,59.8,0.67
2025-04-04,10:30,93,793.3,33.7,50.5,75.26,1.2,60.21,1.01,60.5,0.67
2025-04-04,10:45,93,804.0,34.0,51.1,75.08,1.22,60.06,1.02,61.2,0.67
2025-04-04,11:00,93,814.7,34.3,51.6,74.9,1.23,59.92,1.03,62.0,0.67
2025-04-04,11:15,93,804.6,34.5,51.6,74.91,1.22,59.93,1.02,61.2,0.67
2025-04-04,11:30,93,794.4,34.7,51.5,74.93,1.2,59.94,1.01,60.4,0.67
2025-04-04,11:45,93,784.3,34.9,51.5,74.94,1.19,59.95,1.0,59.7,0.67
2025-04-04,12:00,93,774.1,35.1,51.4,74.96,1.17,59.97,0.98,58.9,0.67
2025-04-04,12:15,93,687.0,35.2,49.3,75.62,1.04,60.5,0.87,52.6,0.67
2025-04-04,12:30,93,600.0,35.2,47.2,76.28,0.91,61.03,0.76,46.3,0.67
2025-04-04,12:45,93,512.9,35.3,45.1,76.95,0.77,61.56,0.65,39.8,0.67
2025-04-04,13:00,93,425.8,35.4,43.1,77.61,0.64,62.09,0.54,33.3,0.67
2025-04-04,13:15,93,407.9,35.4,42.6,77.77,0.61,62.22,0.51,31.9,0.67
2025-04-04,13:30,93,390.1,35.3,42.0,77.93,0.59,62.34,0.49,30.6,0.67
2025-04-04,13:45,93,372.3,35.2,41.5,78.09,0.56,62.47,0.47,29.2,0.67
2025-04-04,14:00,93,354.4,35.2,41.0,78.25,0.53,62.6,0.45,27.9,0.67
2025-04-04,14:15,93,301.8,35.0,39.5,78.73,0.45,62.98,0.38,23.8,0.67
2025-04-04,14:30,93,249.1,34.8,38.0,79.2,0.37,63.36,0.31,19.8,0.67
2025-04-04,14:45,93,196.4,34.6,36.5,79.68,0.29,63.75,0.25,15.7,0.67
2025-04-04,15:00,93,143.8,34.4,35.0,80.16,0.21,64.13,0.18,11.5,0.67
2025-04-04,15:15,93,123.4,34.1,34.2,80.43,0.18,64.34,0.15,9.9,0.67
2025-04-04,15:30,93,103.0,33.7,33.3,80.7,0.15,64.56,0.13,8.3,0.67
2025-04-04,15:45,93,82.6,33.4,32.4,80.97,0.12,64.78,0.1,6.7,0.67
2025-04-04,16:00,93,62.2,33.0,31.6,81.24,0.09,64.99,0.08,5.0,0.67
2025-04-04,16:15,93,49.8,32.4,30.6,81.55,0.07,65.24,0.06,4.0,0.67
2025-04-04,16:30,93,37.4,31.7,29.6,81.86,0.06,65.49,0.05,3.0,0.67
2025-04-04,16:45,93,25.0,31.0,28.7,82.17,0.04,65.73,0.03,2.0,0.67
2025-04-04,17:00,93,12.7,30.4,27.7,82.47,0.02,65.98,0.02,1.0,0.67
2025-04-04,17:15,93,9.5,29.8,27.1,82.67,0.01,66.13,0.01,0.8,0.67
2025-04-04,17:30,93,6.3,29.3,26.5,82.86,0.01,66.29,0.01,0.5,0.67
2025-04-05,05:15,93,21.2,24.3,21.9,84.32,0.03,67.45,0.03,1.8,0.67
2025-04-05,05:30,93,42.5,24.7,22.8,84.03,0.06,67.22,0.05,3.5,0.67
2025-04-05,05:45,93,63.8,25.1,23.7,83.74,0.09,66.99,0.08,5.3,0.67
2025-04-05,06:00,93,85.0,25.5,24.6,83.45,0.13,66.76,0.11,7.0,0.67
2025-04-05,06:15,93,137.1,26.1,26.5,82.85,0.2,66.28,0.17,11.2,0.67
2025-04-05,06:30,93,189.1,26.7,28.4,82.24,0.28,65.79,0.23,15.4,0.67
2025-04-05,06:45,93,241.1,27.3,30.3,81.64,0.36,65.31,0.3,19.6,0.67
2025-04-05,07:00,93,293.2,27.9,32.3,81.03,0.44,64.82,0.37,23.7,0.67
2025-04-05,07:15,93,351.8,28.4,34.2,80.41,0.52,64.32,0.44,28.2,0.67
2025-04-05,07:30,93,410.4,28.9,36.2,79.78,0.61,63.83,0.51,32.7,0.67
2025-04-05,07:45,93,469.0,29.4,38.2,79.16,0.7,63.33,0.59,37.2,0.67
2025-04-05,08:00,93,527.6,29.9,40.1,78.54,0.79,62.83,0.66,41.6,0.67
2025-04-05,08:15,93,563.4,30.5,41.5,78.09,0.85,62.47,0.71,44.2,0.67
2025-04-05,08:30,93,599.1,31.0,42.9,77.64,0.9,62.12,0.75,46.8,0.67
2025-04-05,08:45,93,634.8,31.5,44.4,77.2,0.96,61.76,0.8,49.4,0.67
2025-04-05,09:00,93,670.5,32.0,45.8,76.75,1.01,61.4,0.85,52.0,0.67
2025-04-05,09:15,93,672.5,32.5,46.3,76.59,1.01,61.28,0.85,52.0,0.67
2025-04-05,09:30,93,674.4,32.9,46.8,76.43,1.02,61.15,0.85,52.1,0.67
2025-04-05,09:45,93,676.3,33.4,47.3,76.28,1.02,61.02,0.85,52.1,0.67
2025-04-05,10:00,93,678.2,33.8,47.8,76.12,1.02,60.89,0.86,52.2,0.67
2025-04-05,10:15,93,698.4,34.1,48.6,75.87,1.06,60.69,0.88,53.6,0.67
2025-04-05,10:30,93,718.6,34.4,49.4,75.61,1.09,60.49,0.91,55.0,0.67
2025-04-05,10:45,93,738.8,34.7,50.2,75.36,1.12,60.29,0.94,56.4,0.67
2025-04-05,11:00,93,759.0,35.0,50.9,75.11,1.15,60.09,0.96,57.8,0.67
2025-04-05,11:15,93,740.8,35.1,50.6,75.21,1.12,60.17,0.94,56.5,0.67
2025-04-05,11:30,93,722.5,35.3,50.3,75.3,1.09,60.24,0.92,55.2,0.67
2025-04-05,11:45,93,704.3,35.4,50.0,75.4,1.07,60.32,0.89,53.8,0.67
2025-04-05,12:00,93,686.0,35.6,49.7,75.5,1.04,60.4,0.87,52.5,0.67
2025-04-05,12:15,93,646.6,35.6,48.8,75.8,0.98,60.64,0.82,49.6,0.67
2025-04-05,12:30,93,607.1,35.6,47.8,76.11,0.92,60.89,0.77,46.7,0.67
2025-04-05,12:45,93,567.6,35.6,46.8,76.42,0.86,61.13,0.72,43.8,0.67
2025-04-05,13:00,93,528.1,35.6,45.9,76.73,0.8,61.38,0.67,40.9,0.67
2025-04-05,13:15,93,501.2,35.5,45.1,76.98,0.75,61.58,0.63,38.9,0.67
2025-04-05,13:30,93,474.3,35.4,44.3,77.23,0.71,61.78,0.6,36.9,0.67
2025-04-05,13:45,93,447.4,35.3,43.5,77.48,0.67,61.99,0.56,34.9,0.67
2025-04-05,14:00,93,420.5,35.1,42.7,77.74,0.63,62.19,0.53,32.9,0.67
2025-04-05,14:15,93,361.4,34.9,40.9,78.28,0.54,62.62,0.45,28.4,0.67
2025-04-05,14:30,93,302.2,34.7,39.2,78.82,0.45,63.06,0.38,23.9,0.67
2025-04-05,14:45,93,243.1,34.4,37.5,79.37,0.36,63.5,0.3,19.3,0.67
2025-04-05,15:00,93,184.0,34.2,35.8,79.91,0.27,63.93,0.23,14.7,0.67
2025-04-05,15:15,93,162.5,33.8,34.9,80.21,0.24,64.17,0.2,13.0,0.67
2025-04-05,15:30,93,140.9,33.4,33.9,80.5,0.21,64.4,0.18,11.3,0.67
2025-04-05,15:45,93,119.4,33.0,33.0,80.8,0.18,64.64,0.15,9.6,0.67
2025-04-05,16:00,93,97.9,32.6,32.1,81.09,0.15,64.87,0.12,7.9,0.67
2025-04-05,16:15,93,78.5,32.1,31.0,81.42,0.12,65.13,0.1,6.4,0.67
2025-04-05,16:30,93,59.0,31.5,30.0,81.75,0.09,65.4,0.07,4.8,0.67
2025-04-05,16:45,93,39.5,31.0,29.0,82.07,0.06,65.66,0.05,3.2,0.67
2025-04-05,17:00,93,20.1,30.4,27.9,82.4,0.03,65.92,0.02,1.6,0.67
2025-04-05,17:15,93,15.1,29.9,27.3,82.59,0.02,66.07,0.02,1.2,0.67
2025-04-05,17:30,93,10.1,29.5,26.7,82.78,0.01,66.23,0.01,0.8,0.67
2025-04-05,17:45,93,5.0,29.0,26.1,82.98,0.01,66.38,0.01,0.4,0.67
2025-04-06,05:15,93,26.2,25.4,23.1,83.93,0.04,67.15,0.03,2.2,0.67
2025-04-06,05:30,93,52.5,25.7,24.1,83.63,0.08,66.9,0.06,4.3,0.67
2025-04-06,05:45,93,78.7,26.1,25.0,83.32,0.12,66.66,0.1,6.5,0.67
2025-04-06,06:00,93,105.0,26.4,26.0,83.02,0.16,66.41,0.13,8.6,0.67
2025-04-06,06:15,93,155.8,26.9,27.8,82.44,0.23,65.95,0.19,12.7,0.67
2025-04-06,06:30,93,206.7,27.5,29.6,81.86,0.31,65.49,0.26,16.8,0.67
2025-04-06,06:45,93,257.5,28.0,31.5,81.28,0.38,65.03,0.32,20.8,0.67
2025-04-06,07:00,93,308.4,28.6,33.3,80.71,0.46,64.57,0.38,24.8,0.67
2025-04-06,07:15,93,369.8,28.9,35.2,80.1,0.55,64.08,0.46,29.6,0.67
2025-04-06,07:30,93,431.1,29.3,37.1,79.5,0.64,63.6,0.54,34.3,0.67
2025-04-06,07:45,93,492.5,29.7,39.0,78.9,0.74,63.12,0.62,39.0,0.67
2025-04-06,08:00,93,553.9,30.1,40.9,78.29,0.83,62.64,0.7,43.6,0.67
2025-04-06,08:15,93,608.4,30.4,42.6,77.77,0.91,62.21,0.77,47.6,0.67
2025-04-06,08:30,93,662.8,30.6,44.2,77.24,1.0,61.79,0.84,51.6,0.67
2025-04-06,08:45,93,717.3,30.9,45.9,76.72,1.08,61.37,0.91,55.6,0.67
2025-04-06,09:00,93,771.8,31.2,47.5,76.19,1.16,60.95,0.98,59.5,0.67
2025-04-06,09:15,93,790.6,31.4,48.2,75.99,1.19,60.79,1.0,60.8,0.67
2025-04-06,09:30,93,809.4,31.6,48.8,75.79,1.22,60.63,1.02,62.1,0.67
2025-04-06,09:45,93,828.2,31.7,49.4,75.59,1.25,60.47,1.05,63.4,0.67
2025-04-06,10:00,93,847.0,31.9,50.1,75.39,1.28,60.31,1.07,64.7,0.67
2025-04-06,10:15,93,830.5,32.0,49.7,75.5,1.26,60.4,1.05,63.5,0.67
2025-04-06,10:30,93,814.1,32.0,49.4,75.61,1.23,60.49,1.03,62.4,0.67
2025-04-06,10:45,93,797.6,32.1,49.0,75.72,1.21,60.57,1.01,61.2,0.67
2025-04-06,11:00,93,781.1,32.2,48.7,75.83,1.18,60.66,0.99,60.0,0.67
2025-04-06,11:15,93,775.4,32.2,48.6,75.86,1.17,60.69,0.98,59.5,0.67
2025-04-06,11:30,93,769.7,32.2,48.5,75.9,1.16,60.72,0.97,59.1,0.67
2025-04-06,11:45,93,763.9,32.2,48.3,75.93,1.15,60.75,0.97,58.7,0.67
2025-04-06,12:00,93,758.2,32.3,48.2,75.97,1.15,60.78,0.96,58.3,0.67
